Juicio_ID,year,decade,century,tried,deaths,city,gadm.adm2,gadm.adm1,gadm.adm0,lon,lat,record.source
4361,1617,1610,1600,1,NA,Esbjerg,Esbjerg,Ribe,Denmark,NA,NA,Tornso (1986)
4362,1617,1610,1600,1,NA,Varde,Varde,Ribe,Denmark,NA,NA,Tornso (1986)
4363,1617,1610,1600,1,NA,Varde,Varde,Ribe,Denmark,NA,NA,Tornso (1986)
4364,1617,1610,1600,1,NA,Varde,Varde,Ribe,Denmark,NA,NA,Tornso (1986)
4365,1617,1610,1600,1,NA,Varde,Varde,Ribe,Denmark,NA,NA,Tornso (1986)
4366,1617,1610,1600,1,NA,Varde,Varde,Ribe,Denmark,NA,NA,Tornso (1986)
4367,1617,1610,1600,1,NA,Varde,Varde,Ribe,Denmark,NA,NA,Tornso (1986)
4368,1617,1610,1600,1,NA,Skaerbaek,Skarbak,South Jutland,Denmark,NA,NA,Tornso (1986)
4369,1617,1610,1600,2,0,Haarlem,Haarlem,Noord-Holland,Netherlands,NA,NA,Waardt (1991)
4370,1618,1610,1600,2,NA,Hemau,Mittelfranken,Bayern,Germany,11.7833,49.0534,Behringer (1987)
4371,1618,1610,1600,1,NA,Neuburg an der Donau,Mittelfranken,Bayern,Germany,11.1888,48.7303,Behringer (1987)
4372,1618,1610,1600,1,1,Pfronten,Mittelfranken,Bayern,Germany,10.55,47.5833,Behringer (1987)
4373,1618,1610,1600,1,NA,Freising,Mittelfranken,Bayern,Germany,11.7412,48.4029,Behringer (1987)
4374,1618,1610,1600,3,3,Memmingen,Mittelfranken,Bayern,Germany,10.1802,47.9838,Behringer (1987)
4375,1618,1610,1600,1,NA,Nordlingen,Mittelfranken,Bayern,Germany,10.4895,48.8508,Behringer (1987)
4376,1618,1610,1600,2,NA,Ingolstadt,Mittelfranken,Bayern,Germany,11.4258,48.7665,Behringer (1987)
4377,1618,1610,1600,7,NA,Ingolstadt,Mittelfranken,Bayern,Germany,11.4258,48.7665,Behringer (1987)
4378,1618,1610,1600,1,0,Mainburg,Mittelfranken,Bayern,Germany,11.7817,48.6431,Behringer (1987)
4379,1618,1610,1600,2,0,Riedenburg,Mittelfranken,Bayern,Germany,11.6918,48.9637,Behringer (1987)
4380,1618,1610,1600,2,0,Bad Aibling,Mittelfranken,Bayern,Germany,12.0093,47.864,Behringer (1987)
4381,1618,1610,1600,1,0,Dachau,Mittelfranken,Bayern,Germany,11.4339,48.263,Behringer (1987)
4382,1618,1610,1600,3,0,Ingolstadt,Mittelfranken,Bayern,Germany,11.4258,48.7665,Behringer (1987)
4383,1618,1610,1600,1,0,Vohburg,Mittelfranken,Bayern,Germany,11.6227,48.766,Behringer (1987)
4384,1618,1610,1600,3,0,Bad Aibling,Mittelfranken,Bayern,Germany,12.0093,47.864,Behringer (1987)
4385,1618,1610,1600,1,0,Munich,Mittelfranken,Bayern,Germany,11.582,48.1351,Behringer (1987)
4386,1618,1610,1600,1,NA,Jemeppe-sur-Sambre,Namur,Wallonie,Belgium,4.67869,50.4631,Brouette (1953)
4387,1618,1610,1600,1,NA,Namur,Namur,Wallonie,Belgium,4.87199,50.4674,Brouette (1953)
4388,1618,1610,1600,1,NA,Namur,Namur,Wallonie,Belgium,4.87199,50.4674,Brouette (1953)
4389,1618,1610,1600,1,0,Dinant,Namur,Wallonie,Belgium,4.91275,50.2605,Brouette (1953)
4390,1618,1610,1600,8,8,Londinieres,Seine-Maritime,Haute-Normandie,France,1.402787,49.832774,Carlson (2004)
4391,1618,1610,1600,1,NA,NA,NA,NA,France,NA,NA,Carlson (2004)
4392,1618,1610,1600,1,NA,NA,NA,NA,France,NA,NA,Carlson (2004)
4393,1618,1610,1600,1,1,Hallenberg,Arnsberg,Nordrhein-Westfalen,Germany,8.61958,51.1127,Decker (1981)
4394,1618,1610,1600,11,3,Arnsberg,Arnsberg,Nordrhein-Westfalen,Germany,8.05277,51.4073,Decker (1981)
4395,1618,1610,1600,3,0,NA,Tubingen,Baden-Wurttemberg,Germany,NA,NA,Dillinger (2009)
4396,1618,1610,1600,20,NA,NA,Oberbayern,Bayern,Germany,NA,NA,Durrant (2007)
4397,1618,1610,1600,1,0,NA,Stirling,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
4398,1618,1610,1600,1,0,NA,South Ayrshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
4399,1618,1610,1600,1,0,NA,South Ayrshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
4400,1618,1610,1600,1,0,NA,South Ayrshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
4401,1618,1610,1600,1,1,NA,South Ayrshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
4402,1618,1610,1600,1,0,NA,Angus,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
4403,1618,1610,1600,1,0,NA,West Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
4404,1618,1610,1600,1,0,NA,South Ayrshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
4405,1618,1610,1600,1,0,NA,South Ayrshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
4406,1618,1610,1600,1,0,NA,South Ayrshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
4407,1618,1610,1600,1,1,NA,South Ayrshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
4408,1618,1610,1600,1,0,Breskens,Sluis,Zeeland,Netherlands,3.55588,51.3945,Gijswijt-Hofstra (1991)
4409,1618,1610,1600,1,0,Breskens,Sluis,Zeeland,Netherlands,3.55588,51.3945,Gijswijt-Hofstra (1991)
4410,1618,1610,1600,3,NA,NA,Magdeburg,Sachsen-Anhalt,Germany,NA,NA,Kauertz (2001)
4411,1618,1610,1600,7,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
4412,1618,1610,1600,10,10,Ellwangen,Stuttgart,Baden-Wurttemberg,Germany,10.1302,48.9627,Midelfort (1972)
4413,1618,1610,1600,12,NA,Breisach,Freiburg,Baden-Wurttemberg,Germany,7.58361,48.0348,Midelfort (1972)
4414,1618,1610,1600,1,0,Ettenheim,Freiburg,Baden-Wurttemberg,Germany,7.81381,48.2566,Midelfort (1972)
4415,1618,1610,1600,1,0,Freiburg,Freiburg,Baden-Wurttemberg,Germany,7.8421,47.999,Midelfort (1972)
4416,1618,1610,1600,2,2,Bad Wimpfen,Stuttgart,Baden-Wurttemberg,Germany,9.15714,49.2285,Midelfort (1972)
4417,1618,1610,1600,3,3,Neibsheim,Karlsruhe,Baden-Wurttemberg,Germany,8.68386,49.0681,Midelfort (1972)
4418,1618,1610,1600,2,2,Stuttgart,Stuttgart,Baden-Wurttemberg,Germany,9.18293,48.7758,Midelfort (1972)
4419,1618,1610,1600,1,NA,Freiburg,Freiburg,Baden-Wurttemberg,Germany,7.8421,47.999,Midelfort (1972)
4420,1618,1610,1600,1,1,Schiltach,Freiburg,Baden-Wurttemberg,Germany,8.34689,48.2918,Midelfort (1972)
4421,1618,1610,1600,1,NA,Dornhan,Freiburg,Baden-Wurttemberg,Germany,8.50887,48.3493,Midelfort (1972)
4422,1618,1610,1600,2,NA,Calw,Karlsruhe,Baden-Wurttemberg,Germany,8.74724,48.7122,Midelfort (1972)
4423,1618,1610,1600,1,NA,Heidenheim,Stuttgart,Baden-Wurttemberg,Germany,10.1611,48.6894,Midelfort (1972)
4424,1618,1610,1600,1,NA,Wildberg,Karlsruhe,Baden-Wurttemberg,Germany,8.7411,48.6246,Midelfort (1972)
4425,1618,1610,1600,1,NA,Stuttgart,Stuttgart,Baden-Wurttemberg,Germany,9.18293,48.7758,Midelfort (1972)
4426,1618,1610,1600,1,NA,Lauffen,Stuttgart,Baden-Wurttemberg,Germany,9.14601,49.072,Midelfort (1972)
4427,1618,1610,1600,1,NA,Brackenheim,Stuttgart,Baden-Wurttemberg,Germany,9.07031,49.0809,Midelfort (1972)
4428,1618,1610,1600,1,1,Oudenaarde,Oost-Vlaanderen,Vlaanderen,Belgium,NA,NA,Monballyu (2002)
4429,1618,1610,1600,1,1,Vesoul,Haute-Saone,Franche-Comte,France,6.15428,47.6198,Monter (1976)
4430,1618,1610,1600,1,0,Vesoul,Haute-Saone,Franche-Comte,France,6.15428,47.6198,Monter (1976)
4431,1618,1610,1600,1,0,Vesoul,Haute-Saone,Franche-Comte,France,6.15428,47.6198,Monter (1976)
4432,1618,1610,1600,1,0,Geneva,Geneve,Geneve,Switzerland,6.1423,46.1984,Monter (1976)
4433,1618,1610,1600,1,0,Valangin,Val-de-Ruz,Neuchatel,Switzerland,6.90646,47.0162,Monter (1976)
4434,1618,1610,1600,1,0,Colombier,Boudry,Neuchatel,Switzerland,6.85897,46.9669,Monter (1976)
4435,1618,1610,1600,1,0,Valangin,Val-de-Ruz,Neuchatel,Switzerland,6.90646,47.0162,Monter (1976)
4436,1618,1610,1600,1,0,Valangin,Val-de-Ruz,Neuchatel,Switzerland,6.90646,47.0162,Monter (1976)
4437,1618,1610,1600,1,0,Valangin,Val-de-Ruz,Neuchatel,Switzerland,6.90646,47.0162,Monter (1976)
4438,1618,1610,1600,1,0,Fleurier,Val-de-Travers,Neuchatel,Switzerland,6.58495,46.9019,Monter (1976)
4439,1618,1610,1600,1,0,Colombier,Boudry,Neuchatel,Switzerland,6.85897,46.9669,Monter (1976)
4440,1618,1610,1600,1,0,Boudry,Boudry,Neuchatel,Switzerland,6.84996,46.9547,Monter (1976)
4441,1618,1610,1600,1,0,Boudry,Boudry,Neuchatel,Switzerland,6.84996,46.9547,Monter (1976)
4442,1618,1610,1600,1,0,Fleurier,Val-de-Travers,Neuchatel,Switzerland,6.58495,46.9019,Monter (1976)
4443,1618,1610,1600,1,NA,NA,Richmond upon Thames,England,United Kingdom,NA,NA,Notestein (1968)
4444,1618,1610,1600,1,NA,Esbjerg,Esbjerg,Ribe,Denmark,NA,NA,Tornso (1986)
4445,1618,1610,1600,1,NA,Esbjerg,Esbjerg,Ribe,Denmark,NA,NA,Tornso (1986)
4446,1618,1610,1600,1,0,Bruges,West-Vlaanderen,Vlaanderen,Belgium,3.2247,51.2094,Vanysacker (1988)
4447,1618,1610,1600,3,0,Bruges,West-Vlaanderen,Vlaanderen,Belgium,3.2247,51.2094,Vanysacker (1988)
4448,1618,1610,1600,1,0,Bruges,West-Vlaanderen,Vlaanderen,Belgium,3.2247,51.2094,Vanysacker (1988)
4449,1618,1610,1600,1,0,Schiedam,Schiedam,Zuid-Holland,Netherlands,NA,NA,Waardt (1991)
4450,1619,1610,1600,3,NA,Neustadt an der Donau,Mittelfranken,Bayern,Germany,11.7671,48.803,Behringer (1987)
4451,1619,1610,1600,1,NA,Ingolstadt,Mittelfranken,Bayern,Germany,11.4258,48.7665,Behringer (1987)
4452,1619,1610,1600,2,0,Nerac,Lot-et-Garonne,Aquitaine,France,0.340128,44.136103,Carlson (2004)
4453,1619,1610,1600,200,200,NA,NA,NA,France,NA,NA,Carlson (2004)
4454,1619,1610,1600,4,1,Arnsberg,Arnsberg,Nordrhein-Westfalen,Germany,8.05277,51.4073,Decker (1981)
4455,1619,1610,1600,1,0,Hallenberg,Arnsberg,Nordrhein-Westfalen,Germany,8.61958,51.1127,Decker (1981)
4456,1619,1610,1600,1,1,NA,Tubingen,Baden-Wurttemberg,Germany,NA,NA,Dillinger (2009)
4457,1619,1610,1600,9,NA,NA,Oberbayern,Bayern,Germany,NA,NA,Durrant (2007)
4458,1619,1610,1600,1,NA,NA,NA,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
4459,1619,1610,1600,1,NA,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
4460,1619,1610,1600,24,NA,NA,Magdeburg,Sachsen-Anhalt,Germany,NA,NA,Kauertz (2001)
4461,1619,1610,1600,11,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
4462,1619,1610,1600,1,1,Biberach,Tubingen,Baden-Wurttemberg,Germany,9.79015,48.0951,Midelfort (1972)
4463,1619,1610,1600,4,4,Schiltach,Freiburg,Baden-Wurttemberg,Germany,8.34689,48.2918,Midelfort (1972)
4464,1619,1610,1600,1,NA,Schorndorf,Stuttgart,Baden-Wurttemberg,Germany,9.52962,48.8015,Midelfort (1972)
4465,1619,1610,1600,1,NA,Bad Urach,Tubingen,Baden-Wurttemberg,Germany,9.39487,48.4969,Midelfort (1972)
4466,1619,1610,1600,1,NA,Goppingen,Stuttgart,Baden-Wurttemberg,Germany,9.65125,48.7054,Midelfort (1972)
4467,1619,1610,1600,2,NA,Kirchheim unter Teck,Stuttgart,Baden-Wurttemberg,Germany,9.45196,48.6471,Midelfort (1972)
4468,1619,1610,1600,1,NA,Besigheim,Stuttgart,Baden-Wurttemberg,Germany,9.14839,48.9988,Midelfort (1972)
4469,1619,1610,1600,1,NA,Herrenberg,Stuttgart,Baden-Wurttemberg,Germany,8.86716,48.595,Midelfort (1972)
4470,1619,1610,1600,1,NA,Blaubeuren,Tubingen,Baden-Wurttemberg,Germany,9.78355,48.4073,Midelfort (1972)
4471,1619,1610,1600,1,1,Bruges,West-Vlaanderen,Vlaanderen,Belgium,NA,NA,Monballyu (2002)
4472,1619,1610,1600,1,0,Dole,Jura,Franche-Comte,France,5.49081,47.0953,Monter (1976)
4473,1619,1610,1600,1,0,Geneva,Geneve,Geneve,Switzerland,6.1423,46.1984,Monter (1976)
4474,1619,1610,1600,1,0,Geneva,Geneve,Geneve,Switzerland,6.1423,46.1984,Monter (1976)
4475,1619,1610,1600,1,0,Geneva,Geneve,Geneve,Switzerland,6.1423,46.1984,Monter (1976)
4476,1619,1610,1600,1,0,Fleurier,Val-de-Travers,Neuchatel,Switzerland,6.58495,46.9019,Monter (1976)
4477,1619,1610,1600,1,0,Valangin,Val-de-Ruz,Neuchatel,Switzerland,6.90646,47.0162,Monter (1976)
4478,1619,1610,1600,1,0,Colombier,Boudry,Neuchatel,Switzerland,6.85897,46.9669,Monter (1976)
4479,1619,1610,1600,1,0,Colombier,Boudry,Neuchatel,Switzerland,6.85897,46.9669,Monter (1976)
4480,1619,1610,1600,1,0,Thielle-Wavre,Neuchatel,Neuchatel,Switzerland,7.02123,47.0254,Monter (1976)
4481,1619,1610,1600,1,0,Neuchatel,Neuchatel,Neuchatel,Switzerland,6.93193,46.993,Monter (1976)
4482,1619,1610,1600,1,0,Valangin,Val-de-Ruz,Neuchatel,Switzerland,6.90646,47.0162,Monter (1976)
4483,1619,1610,1600,1,0,Valangin,Val-de-Ruz,Neuchatel,Switzerland,6.90646,47.0162,Monter (1976)
4484,1619,1610,1600,1,0,Valangin,Val-de-Ruz,Neuchatel,Switzerland,6.90646,47.0162,Monter (1976)
4485,1619,1610,1600,1,0,Boudry,Boudry,Neuchatel,Switzerland,6.84996,46.9547,Monter (1976)
4486,1619,1610,1600,1,0,Valangin,Val-de-Ruz,Neuchatel,Switzerland,6.90646,47.0162,Monter (1976)
4487,1619,1610,1600,1,0,Valangin,Val-de-Ruz,Neuchatel,Switzerland,6.90646,47.0162,Monter (1976)
4488,1619,1610,1600,1,1,Valangin,Val-de-Ruz,Neuchatel,Switzerland,6.90646,47.0162,Monter (1976)
4489,1619,1610,1600,1,0,Colombier,Boudry,Neuchatel,Switzerland,6.85897,46.9669,Monter (1976)
4490,1619,1610,1600,1,0,Colombier,Boudry,Neuchatel,Switzerland,6.85897,46.9669,Monter (1976)
4491,1619,1610,1600,1,0,Colombier,Boudry,Neuchatel,Switzerland,6.85897,46.9669,Monter (1976)
4492,1619,1610,1600,1,0,Colombier,Boudry,Neuchatel,Switzerland,6.85897,46.9669,Monter (1976)
4493,1619,1610,1600,2,2,NA,Lincolnshire,England,United Kingdom,NA,NA,Notestein (1968)
4494,1619,1610,1600,3,2,NA,Lincolnshire,England,United Kingdom,NA,NA,Notestein (1968)
4495,1619,1610,1600,3,3,NA,Leicester,England,United Kingdom,NA,NA,Notestein (1968)
4496,1619,1610,1600,1,NA,NA,Richmond upon Thames,England,United Kingdom,NA,NA,Notestein (1968)
4497,1619,1610,1600,1,NA,Esbjerg,Esbjerg,Ribe,Denmark,NA,NA,Tornso (1986)
4498,1619,1610,1600,1,NA,Esbjerg,Esbjerg,Ribe,Denmark,NA,NA,Tornso (1986)
4499,1619,1610,1600,1,NA,Esbjerg,Esbjerg,Ribe,Denmark,NA,NA,Tornso (1986)
4500,1619,1610,1600,1,NA,Esbjerg,Esbjerg,Ribe,Denmark,NA,NA,Tornso (1986)
4501,1619,1610,1600,1,NA,Varde,Varde,Ribe,Denmark,NA,NA,Tornso (1986)
4502,1619,1610,1600,1,NA,Esbjerg,Esbjerg,Ribe,Denmark,NA,NA,Tornso (1986)
4503,1619,1610,1600,1,NA,Varde,Varde,Ribe,Denmark,NA,NA,Tornso (1986)
4504,1619,1610,1600,1,NA,Esbjerg,Esbjerg,Ribe,Denmark,NA,NA,Tornso (1986)
4505,1619,1610,1600,1,NA,Blavand,Blavandshuk,Ribe,Denmark,NA,NA,Tornso (1986)
4506,1619,1610,1600,1,NA,NA,NA,NA,Denmark,NA,NA,Tørnsø (1986)
4507,1619,1610,1600,1,0,Bruges,West-Vlaanderen,Vlaanderen,Belgium,3.2247,51.2094,Vanysacker (1988)
4508,1619,1610,1600,1,0,Bruges,West-Vlaanderen,Vlaanderen,Belgium,3.2247,51.2094,Vanysacker (1988)
4509,1619,1610,1600,1,0,Bruges,West-Vlaanderen,Vlaanderen,Belgium,3.2247,51.2094,Vanysacker (1988)
4510,1619,1610,1600,1,0,Schiedam,Schiedam,Zuid-Holland,Netherlands,NA,NA,Waardt (1991)
4511,NA,1610,1600,22,18,NA,NA,NA,Estonia,NA,NA,Madar (1990)
4512,NA,1610,1600,6,0,NA,NA,NA,Finland,NA,NA,Heikkinen and Kervinen (1990)
4513,NA,1610,1600,15,10,NA,NA,NA,Hungary,NA,NA,Klaniczay (1990)
4514,NA,1610,1600,73,33,NA,NA,NA,Norway,NA,NA,Naess (1990)
4515,NA,1610,1600,7,7,NA,Laufenburg,Aargau,Switzerland,NA,NA,Bader (1945)
4516,NA,1610,1600,4,4,NA,Appenzell Ausserrhoden,Appenzell Ausserrhoden,Switzerland,NA,NA,Bader (1945)
4517,NA,1610,1600,6,4,NA,Appenzell Innerrhoden,Appenzell Innerrhoden,Switzerland,NA,NA,Bader (1945)
4518,NA,1610,1600,11,8,NA,NA,Basel-Landschaft,Switzerland,NA,NA,Bader (1945)
4519,NA,1610,1600,1,0,NA,NA,Basel-Stadt,Switzerland,NA,NA,Bader (1945)
4520,NA,1610,1600,3,0,NA,NA,Bern,Switzerland,NA,NA,Bader (1945)
4521,NA,1610,1600,100,25,NA,NA,Fribourg,Switzerland,NA,NA,Bader (1945)
4522,NA,1610,1600,15,3,NA,Geneve,Geneve,Switzerland,NA,NA,Bader (1945)
4523,NA,1610,1600,17,12,NA,Moesa,Graubunden,Switzerland,NA,NA,Bader (1945)
4524,NA,1610,1600,3,3,NA,Sursee,Lucerne,Switzerland,NA,NA,Bader (1945)
4525,NA,1610,1600,30,11,NA,NA,Neuchatel,Switzerland,NA,NA,Bader (1945)
4526,NA,1610,1600,11,11,NA,Nidwalden,Nidwalden,Switzerland,NA,NA,Bader (1945)
4527,NA,1610,1600,11,11,NA,Obwalden,Obwalden,Switzerland,NA,NA,Bader (1945)
4528,NA,1610,1600,2,2,NA,NA,Sankt Gallen,Switzerland,NA,NA,Bader (1945)
4529,NA,1610,1600,1,0,NA,Toggenburg,Sankt Gallen,Switzerland,NA,NA,Bader (1945)
4530,NA,1610,1600,6,4,NA,NA,Schwyz,Switzerland,NA,NA,Bader (1945)
4531,NA,1610,1600,4,2,NA,NA,Solothurn,Switzerland,NA,NA,Bader (1945)
4532,NA,1610,1600,1,0,NA,Leventina,Ticino,Switzerland,NA,NA,Bader (1945)
4533,NA,1610,1600,26,11,NA,Riviera,Ticino,Switzerland,NA,NA,Bader (1945)
4534,NA,1610,1600,500,500,NA,NA,Vaud,Switzerland,NA,NA,Bader (1945)
4535,NA,1610,1600,14,6,NA,NA,Zurich,Switzerland,NA,NA,Bader (1945)
4536,NA,1610,1600,82,NA,Saint-Die,Vosges,Lorraine,France,6.94777,48.2875,Briggs (2007)
4537,NA,1610,1600,14,NA,Blamont,Meurthe-et-Moselle,Lorraine,France,6.84384,48.5894,Briggs (2007)
4538,NA,1610,1600,8,NA,Gondreville,Meurthe-et-Moselle,Lorraine,France,5.96373,48.6931,Briggs (2007)
4539,NA,1610,1600,6,NA,Einville-au-jard,Meurthe-et-Moselle,Lorraine,France,6.48818,48.6551,Briggs (2007)
4540,NA,1610,1600,13,NA,Mirecourt,Vosges,Lorraine,France,6.13386,48.3022,Briggs (2007)
4541,NA,1610,1600,9,NA,Epinal,Vosges,Lorraine,France,6.4494,48.1724,Briggs (2007)
4542,NA,1610,1600,10,NA,Chatel-sur-Moselle,Vosges,Lorraine,France,6.39335,48.3129,Briggs (2007)
4543,NA,1610,1600,10,NA,Rosieres-aux-Salines,Meurthe-et-Moselle,Lorraine,France,6.33295,48.5954,Briggs (2007)
4544,NA,1610,1600,9,NA,Amance,Meurthe-et-Moselle,Lorraine,France,6.27948,48.7543,Briggs (2007)
4545,NA,1610,1600,12,NA,Vaudemont,Meurthe-et-Moselle,Lorraine,France,6.05513,48.4169,Briggs (2007)
4546,NA,1610,1600,13,NA,Arches,Vosges,Lorraine,France,6.52836,48.118,Briggs (2007)
4547,NA,1610,1600,9,NA,Bruyeres,Vosges,Lorraine,France,6.71947,48.2113,Briggs (2007)
4548,NA,1610,1600,9,NA,Dompaire,Vosges,Lorraine,France,6.2262,48.2212,Briggs (2007)
4549,NA,1610,1600,5,NA,Luneville,Meurthe-et-Moselle,Lorraine,France,6.49234,48.5922,Briggs (2007)
4550,NA,1610,1600,4,NA,Charmes,Vosges,Lorraine,France,6.29325,48.3723,Briggs (2007)
4551,NA,1610,1600,16,NA,Nancy,Meurthe-et-Moselle,Lorraine,France,6.18442,48.6921,Briggs (2007)
4552,NA,1610,1600,7,NA,Dieuze,Moselle,Lorraine,France,6.71757,48.8103,Briggs (2007)
4553,NA,1610,1600,6,NA,Pont-a-Mousson,Meurthe-et-Moselle,Lorraine,France,6.05487,48.9033,Briggs (2007)
4554,NA,1610,1600,3,NA,Preny,Meurthe-et-Moselle,Lorraine,France,5.99599,48.9789,Briggs (2007)
4555,NA,1610,1600,1,NA,Darney,Vosges,Lorraine,France,6.04725,48.085,Briggs (2007)
4556,NA,1610,1600,2,NA,Bitche,Moselle,Lorraine,France,7.42728,49.0504,Briggs (2007)
4557,NA,1610,1600,3,NA,Wallerfangen,Saarland,Saarland,Germany,6.71283,49.3276,Briggs (2007)
4558,NA,1610,1600,6,1,NA,Trier,Rheinland-Pfalz,Germany,NA,NA,Dillinger (2009)
4559,NA,1610,1600,6,1,NA,Koblenz,Rheinland-Pfalz,Germany,NA,NA,Dillinger (2009)
4560,NA,1610,1600,2,0,Grevenmacher,Grevenmacher,Grevenmacher,Luxembourg,6.44076,49.6808,Dupont-Bouchat (1978)
4561,NA,1610,1600,2,0,Remich,Remich,Grevenmacher,Luxembourg,6.36742,49.545,Dupont-Bouchat (1978)
4562,NA,1610,1600,10,0,Luxembourg,Luxembourg,Luxembourg,Luxembourg,6.13193,49.6116,Dupont-Bouchat (1978)
4563,NA,1610,1600,35,0,Luxembourg,Luxembourg,Luxembourg,Luxembourg,6.13193,49.6116,Dupont-Bouchat (1978)
4564,NA,1610,1600,22,0,NA,Nord,Nord-Pas-de-Calais,France,NA,NA,Muchembled (1978)
4565,NA,1610,1600,2,0,Arlon,Luxembourg,Wallonie,Belgium,5.81048,49.6851,Dupont-Bouchat (1978)
4566,NA,1610,1600,1,0,Chiny,Luxembourg,Wallonie,Belgium,5.34277,49.7405,Dupont-Bouchat (1978)
4567,NA,1610,1600,7,0,Durbuy,Luxembourg,Wallonie,Belgium,5.45604,50.3531,Dupont-Bouchat (1978)
4568,NA,1610,1600,4,0,Bouillon,Luxembourg,Wallonie,Belgium,5.07076,49.7947,Dupont-Bouchat (1978)
4569,NA,1610,1600,2,0,Arlon,Luxembourg,Wallonie,Belgium,5.81048,49.6851,Dupont-Bouchat (1978)
4570,NA,1610,1600,2,0,Hastiere,Namur,Wallonie,Belgium,4.83333,50.2167,Dupont-Bouchat (1978)
4571,NA,1610,1600,2,0,Bastogne,Luxembourg,Wallonie,Belgium,5.71528,50.0005,Dupont-Bouchat (1978)
4572,NA,1610,1600,3,0,Chiny,Luxembourg,Wallonie,Belgium,5.34277,49.7405,Dupont-Bouchat (1978)
4573,NA,1610,1600,8,0,Durbuy,Luxembourg,Wallonie,Belgium,5.45604,50.3531,Dupont-Bouchat (1978)
4574,NA,1610,1600,2,0,Marche-en-Famenne,Luxembourg,Wallonie,Belgium,5.34416,50.2283,Dupont-Bouchat (1978)
4575,NA,1610,1600,5,0,Virton,Luxembourg,Wallonie,Belgium,5.53351,49.5676,Dupont-Bouchat (1978)
4576,NA,1610,1600,12,0,Saint-Hubert,Luxembourg,Wallonie,Belgium,5.37273,50.026,Dupont-Bouchat (1978)
4577,NA,1610,1600,3,0,Neufchateau,Luxembourg,Wallonie,Belgium,5.43418,49.8418,Dupont-Bouchat (1978)
4578,NA,1610,1600,16,0,Bouillon,Luxembourg,Wallonie,Belgium,5.07076,49.7947,Dupont-Bouchat (1978)
4579,NA,1610,1600,5,NA,NA,Oberbayern,Bayern,Germany,NA,NA,Durrant (2007)
4580,NA,1610,1600,4,NA,Miranda de Ebro,Burgos,Castilla y Leon,Spain,-2.94507,42.687,Henningsen (1980)
4581,NA,1610,1600,158,NA,Zugarramurdi,Navarra,Comunidad Foral de Navarra,Spain,-1.53993,43.2699,Henningsen (1980)
4582,NA,1610,1600,219,NA,Bera,Navarra,Comunidad Foral de Navarra,Spain,-1.683,43.2809,Henningsen (1980)
4583,NA,1610,1600,101,NA,Etxalar,Navarra,Comunidad Foral de Navarra,Spain,-1.63782,43.2338,Henningsen (1980)
4584,NA,1610,1600,253,NA,Lesaka,Navarra,Comunidad Foral de Navarra,Spain,-1.70219,43.2474,Henningsen (1980)
4585,NA,1610,1600,94,NA,Igantzi,Navarra,Comunidad Foral de Navarra,Spain,-1.70098,43.2256,Henningsen (1980)
4586,NA,1610,1600,129,NA,Sunbilla,Navarra,Comunidad Foral de Navarra,Spain,-1.6706,43.1644,Henningsen (1980)
4587,NA,1610,1600,169,NA,Doneztebe,Navarra,Comunidad Foral de Navarra,Spain,-1.67182,43.1329,Henningsen (1980)
4588,NA,1610,1600,95,NA,Zubieta,Navarra,Comunidad Foral de Navarra,Spain,-1.74232,43.1246,Henningsen (1980)
4589,NA,1610,1600,129,NA,Donamaria,Navarra,Comunidad Foral de Navarra,Spain,-1.67334,43.1119,Henningsen (1980)
4590,NA,1610,1600,47,NA,Legasa,Navarra,Comunidad Foral de Navarra,Spain,-1.64458,43.13,Henningsen (1980)
4591,NA,1610,1600,90,NA,Erratzu,Navarra,Comunidad Foral de Navarra,Spain,-1.45679,43.1823,Henningsen (1980)
4592,NA,1610,1600,60,NA,Pamplona,Navarra,Comunidad Foral de Navarra,Spain,-1.64577,42.8125,Henningsen (1980)
4593,NA,1610,1600,1,NA,Erratzu,Navarra,Comunidad Foral de Navarra,Spain,-1.45679,43.1823,Henningsen (1980)
4594,NA,1610,1600,11,NA,Arribe,Navarra,Comunidad Foral de Navarra,Spain,-1.98387,43.0357,Henningsen (1980)
4595,NA,1610,1600,20,NA,Lezaeta,Navarra,Comunidad Foral de Navarra,Spain,-1.95528,43.0272,Henningsen (1980)
4596,NA,1610,1600,1,NA,Tafalla,Navarra,Comunidad Foral de Navarra,Spain,-1.67768,42.5268,Henningsen (1980)
